node,year,ri_coverage,scenario,total_cases,outbreaks,vapp
103,2,95,pSIA2,0,0,26.90045531
103,3,100,pSIA2,0,0,28.33103676
103,3,25,pSIA2,0,0,7.47363057
103,3,30,pSIA2,0,0,8.878214805
103,3,35,pSIA2,1,1,10.61180523
103,3,40,pSIA2,0,0,11.89376483
103,3,45,pSIA2,0,0,13.54590958
103,3,50,pSIA2,0,0,14.88967498
103,3,55,pSIA2,0,0,16.09970923
103,3,60,pSIA2,1,1,18.09223926
103,3,65,pSIA2,0,0,18.91489013
103,3,70,pSIA2,0,0,20.25911578
103,3,75,pSIA2,0,0,21.60220893
103,3,80,pSIA2,0,0,22.94537514
103,3,85,pSIA2,0,0,24.2878706
103,3,90,pSIA2,0,0,25.63087479
103,3,95,pSIA2,0,0,26.97395861
103,4,100,pSIA2,0,0,22.653015
103,4,25,pSIA2,0,0,5.66325375
103,4,30,pSIA2,0,0,6.7959045
103,4,35,pSIA2,0,0,7.928555249
103,4,40,pSIA2,0,0,9.061205999
103,4,45,pSIA2,2,1,10.99011574
103,4,50,pSIA2,0,0,11.3265075
103,4,55,pSIA2,0,0,12.45915825
103,4,60,pSIA2,0,0,13.591809
103,4,65,pSIA2,0,0,14.72445975
103,4,70,pSIA2,0,0,15.8571105
103,4,75,pSIA2,0,0,16.98976125
103,4,80,pSIA2,0,0,18.122412
103,4,85,pSIA2,0,0,19.25506275
103,4,90,pSIA2,0,0,20.3877135
103,4,95,pSIA2,0,0,21.52036425
103,5,100,pSIA2,0,0,22.653015
103,5,25,pSIA2,0,0,5.66325375
103,5,30,pSIA2,0,0,6.7959045
103,5,35,pSIA2,0,0,7.928555249
103,5,40,pSIA2,0,0,9.061205999
103,5,45,pSIA2,4,2,11.11757421
103,5,50,pSIA2,0,0,11.3265075
103,5,55,pSIA2,0,0,12.45915825
103,5,60,pSIA2,0,0,13.591809
103,5,65,pSIA2,0,0,14.72445975
103,5,70,pSIA2,0,0,15.8571105
103,5,75,pSIA2,0,0,16.98976125
103,5,80,pSIA2,0,0,18.122412
103,5,85,pSIA2,0,0,19.25506275
103,5,90,pSIA2,0,0,20.3877135
103,5,95,pSIA2,0,0,21.52036425
104,1,100,pSIA2,0,0,28.33095946
104,1,25,pSIA2,0,0,8.171794472
104,1,30,pSIA2,0,0,9.51774273
104,1,35,pSIA2,0,0,10.85908644
104,1,40,pSIA2,2,2,13.47768937
104,1,45,pSIA2,0,0,13.54473788
104,1,50,pSIA2,1,1,15.53799361
104,1,55,pSIA2,0,0,16.23140302
104,1,60,pSIA2,0,0,17.57317089
104,1,65,pSIA2,0,0,18.91583794
104,1,70,pSIA2,0,0,20.25887573
104,1,75,pSIA2,0,0,21.60248567
104,1,80,pSIA2,0,0,22.94365125
104,1,85,pSIA2,0,0,24.28891344
104,1,90,pSIA2,0,0,25.63143348
104,1,95,pSIA2,0,0,26.97371856
104,2,100,pSIA2,0,0,28.31626875
104,2,25,pSIA2,0,0,7.079067187
104,2,30,pSIA2,2,0,8.494880624
104,2,35,pSIA2,0,0,9.910694062
104,2,40,pSIA2,0,0,11.3265075
